Date,Description,Amount,Category
09/03/1976,Barrett-Bailey,-4893.25,Fees & Adjustments-Fees & Adjustments
06/12/1982,Adkins Ltd,106.77,Merchandise & Supplies-Computer Supplies
01/02/1986,Munoz Inc,-2909.21,Merchandise & Supplies-Clothing Stores
04/18/1997,"Hudson, Lyons and Winters",1005.53,Merchandise & Supplies-Book Stores
11/08/1999,Matthews-Montgomery,1391.74,Merchandise & Supplies-Pharmacies
11/20/1985,Torres-Palmer,4273.4,Entertainment-General Attractions
01/14/2023,Anthony-Mason,-1703.3,Communications-Cable & Internet Comm
11/21/1982,Scott LLC,-241.65,Other-Miscellaneous
01/17/2021,"Collins, Solomon and Jefferson",1285.69,Merchandise & Supplies-Internet Purchase
09/24/1994,Gray Group,-4982.66,Communications-Cable & Internet Comm
04/04/2008,Webb LLC,2769.56,Entertainment-Associations
10/01/2003,Riley-Chavez,-3299.01,Communications-Cable & Internet Comm
11/28/1986,"Smith, Cooper and Morris",-4680.21,Merchandise & Supplies-General Retail
12/12/1974,Yu-Johnson,2371.35,Merchandise & Supplies-Wholesale Stores
05/05/1976,"Murray, Hall and Gutierrez",4751.49,Communications-Other Telecom
06/27/1983,Davenport PLC,3638.24,Other-Charities
05/31/2008,Lewis Group,-475.38,Transportation-Auto Services
12/18/1979,Ryan-Wolf,-4526.16,Communications-Other Telecom
08/17/2020,Munoz-Green,-2313.46,Transportation-Auto Services
08/01/2017,Stafford-Hicks,3037.04,Merchandise & Supplies-Book Stores
11/16/2020,Bell-Ward,-1251.78,Merchandise & Supplies-Internet Purchase
02/04/2006,"Leonard, Stewart and Melendez",-4033.28,Merchandise & Supplies-Hardware Supplies
11/30/2024,Anderson-Haas,-4236.38,Entertainment-Associations
03/20/2001,Flores-Livingston,1020.76,Merchandise & Supplies-Furnishing
08/05/2003,"Ramos, Miller and King",1679.37,Merchandise & Supplies-General Retail
07/06/1979,Mercado LLC,3247.06,Merchandise & Supplies-Furnishing
10/24/1974,Gonzalez Inc,682.73,Transportation-Parking Charges
10/24/1996,Sweeney-Estrada,-1976.61,Entertainment-Associations
11/05/1974,Terry-Ramirez,-1713.49,Business Services-Professional Services
06/27/1978,"Torres, Gonzalez and Herrera",227.01,Business Services-Mailing & Shipping
06/10/2021,Smith LLC,1119.89,Business Services-Mailing & Shipping
12/20/1982,Obrien LLC,-4930.47,Merchandise & Supplies-Groceries
10/07/2023,"Rodriguez, Jordan and Hart",3981.35,Merchandise & Supplies-Mail Order
04/26/1989,Powell-Martin,-2504.62,Merchandise & Supplies-Furnishing
07/23/1975,"Hunt, Pittman and Adams",2733.5,Other-Miscellaneous
12/15/1976,"Nguyen, Williams and Walton",2761.99,Entertainment-Associations
10/11/1978,Smith-Cole,-465.06,Merchandise & Supplies-Computer Supplies
02/04/2001,Allen-Duncan,4839.3,Business Services-Professional Services
02/14/1994,Holmes-Fuller,4801.64,Transportation-Parking Charges
05/17/2013,"Carrillo, Maxwell and Rodriguez",-1894.65,Business Services-Mailing & Shipping
04/08/1976,Wyatt Inc,-2350.92,Merchandise & Supplies-Mail Order
07/05/2015,"Salas, Jones and Lee",697.08,Transportation-Auto Services
03/05/1997,"Cunningham, Ramsey and Galloway",-76.32,Merchandise & Supplies-Wholesale Stores
08/03/1981,Gordon PLC,-3089.73,Merchandise & Supplies-Groceries
07/01/1983,Warner LLC,1041.68,Business Services-Office Supplies
12/10/2010,"Reynolds, Wyatt and Bailey",921.76,Restaurant-Restaurant
07/25/1972,"Freeman, Cruz and Banks",-1489.24,Business Services-Mailing & Shipping
06/30/1991,"Williams, Best and Osborne",1824.01,Merchandise & Supplies-Clothing Stores
03/01/2003,Payne-Henry,-4976.38,Business Services-Professional Services
03/17/1979,Maddox-Cisneros,-1138.72,Merchandise & Supplies-Wholesale Stores
10/15/2001,Jones-Green,-4208.31,Business Services-Mailing & Shipping
08/27/2020,Gallagher-Bridges,4723.1,Merchandise & Supplies-Groceries
03/12/2002,Chavez-Shaw,-1338.18,Merchandise & Supplies-Pharmacies
04/18/1979,Todd Ltd,650.92,Business Services-Office Supplies
11/15/1980,"Cohen, Thompson and Hoffman",681.04,Business Services-Internet Services
11/29/1972,Moss Group,-1472.03,Communications-Other Telecom
10/11/1982,Sosa-Richardson,4618.53,Restaurant-Bar & Café
12/12/2016,Mcguire and Sons,-1984.58,Fees & Adjustments-Fees & Adjustments
03/21/1989,Powers Inc,-3184.87,Merchandise & Supplies-Wholesale Stores
08/09/2009,Richardson LLC,2291.06,Communications-Cable & Internet Comm
02/03/2017,Gaines-Hicks,-1940.77,Merchandise & Supplies-Department Stores
12/12/1978,"Cox, Gates and Pena",4134.1,Business Services-Other Services
05/05/1983,"Ho, Thomas and Matthews",-1338.1,Entertainment-General Attractions
01/19/1978,"Nolan, Knight and Boyer",1867.67,Restaurant-Bar & Café
06/24/1988,"Chavez, Carpenter and Edwards",4249.03,Merchandise & Supplies-Wholesale Stores
06/18/1977,Mann-Burton,-2494.97,Business Services-Office Supplies
12/22/1978,Murphy-Dodson,-2716.48,Merchandise & Supplies-General Retail
04/16/2013,Barton-Woodard,4247.8,Business Services-Professional Services
04/06/2018,West Ltd,2197.76,Business Services-Other Services
06/29/1975,Bass Ltd,3085.28,Merchandise & Supplies-Furnishing
01/01/2024,"Harris, Glover and Jackson",4055.08,Communications-Cable & Internet Comm
11/07/1988,"King, Hill and Gomez",-3785.77,Transportation-Fuel
08/19/2000,Pena-Kelly,343.37,Merchandise & Supplies-General Retail
05/07/1973,"Bowen, Harris and Baldwin",-1106.13,Restaurant-Restaurant
05/01/1974,"Torres, Smith and Mason",-3779.57,Restaurant-Bar & Café
06/23/1999,"Chavez, Ramos and Brooks",233.48,Merchandise & Supplies-Computer Supplies
04/30/2015,"Murphy, Brock and Miller",2283.19,Merchandise & Supplies-Groceries
04/19/2004,"Mason, Rogers and Miller",660.24,Other-Miscellaneous
10/17/2010,Cherry-Perez,2398.29,Entertainment-General Attractions
10/26/1995,Butler-Crawford,-4017.97,Restaurant-Bar & Café
03/26/2014,"Hammond, Ross and Knox",-1644.69,Other-Miscellaneous
03/05/1996,Esparza-Cain,-632.97,Communications-Cable & Internet Comm
06/16/2015,"Parker, Gallegos and Thomas",4300.3,Transportation-Fuel
10/30/1991,"Ramos, Martinez and Page",3233.65,Business Services-Other Services
07/10/1981,Flores-Davis,76.47,Business Services-Professional Services
08/13/1995,Smith-Jordan,-1715.18,Restaurant-Restaurant
04/23/1991,Jones-Powers,-537.99,Business Services-Internet Services
09/14/2005,Davis-Davis,2699.76,Communications-Other Telecom
05/18/1997,Miller and Sons,2113.37,Communications-Cable & Internet Comm
04/27/1999,Sanchez-Miller,679.26,Business Services-Professional Services
05/12/1982,Shields-Quinn,-4905.3,Business Services-Other Services
06/30/1988,Wilson-Jones,-697.4,Business Services-Professional Services
09/26/1985,Castro-Yates,4841.12,Merchandise & Supplies-Internet Purchase
06/22/2021,Burton and Sons,-2371.81,Merchandise & Supplies-Mail Order
08/16/2001,Parker Group,4416.06,Merchandise & Supplies-Book Stores
03/19/2023,Garcia Inc,569.43,Business Services-Internet Services
03/12/1987,Hendrix-Leblanc,-1194.92,Merchandise & Supplies-Groceries
04/25/2007,"King, Frost and Rosario",1258.03,Communications-Other Telecom
03/14/1997,Garrison-Combs,2873.42,Merchandise & Supplies-Wholesale Stores
10/21/1985,Garcia and Sons,238.29,Merchandise & Supplies-Electronics Stores
06/08/1995,"Davis, Salas and Cooley",-2288.39,Merchandise & Supplies-Groceries
12/06/1997,Smith-Bennett,347.58,Other-Charities
01/02/1996,Baker Ltd,-2728.85,Merchandise & Supplies-Book Stores
04/10/2013,"Hernandez, Hawkins and Silva",-41.85,Communications-Cable & Internet Comm
06/13/2024,"Morales, Duran and Odonnell",1850.82,Merchandise & Supplies-Book Stores
05/05/1996,Mcbride Inc,-3802.35,Communications-Other Telecom
10/23/1978,Green-Harris,1478.34,Merchandise & Supplies-Department Stores
01/19/2013,Green-King,2777.95,Other-Miscellaneous
06/09/2012,Gonzalez LLC,615.76,Business Services-Mailing & Shipping
03/22/2003,"White, Rivera and Adams",1079.71,Merchandise & Supplies-Mail Order
11/25/1989,Snow and Sons,574.58,Fees & Adjustments-Fees & Adjustments
01/13/1994,Miller-Gallegos,3855.66,Communications-Other Telecom
05/08/1980,Sanders-Young,-173.91,Merchandise & Supplies-Mail Order
01/27/1993,"Livingston, Graham and Nguyen",-2015.57,Merchandise & Supplies-Pharmacies
10/06/2009,"Hall, Kaiser and Wheeler",-1228.65,Other-Charities
11/24/2017,"Beck, Newton and Meyer",3195.79,Business Services-Other Services
01/05/2012,"Jackson, Johnson and Martin",3858.68,Business Services-Mailing & Shipping
08/11/2004,Davis PLC,3630.23,Transportation-Auto Services
06/24/1999,Neal-Jordan,782.95,Transportation-Parking Charges
08/07/1978,Perez LLC,3948.44,Merchandise & Supplies-Internet Purchase
01/10/2006,"Vega, Escobar and Huff",-1355.67,Business Services-Office Supplies
08/16/1999,"Williams, Hart and Martinez",117.18,Restaurant-Bar & Café
01/11/1992,Thompson Group,413.21,Restaurant-Bar & Café
08/12/1988,"Mercer, Petersen and Lamb",-7.75,Transportation-Fuel
03/21/2001,Nguyen Ltd,105.69,Merchandise & Supplies-Wholesale Stores
04/14/2004,"Long, Allen and Lane",-3204.3,Transportation-Auto Services
09/11/1970,Ramos LLC,2415.07,Merchandise & Supplies-Mail Order
02/04/1997,Barker PLC,-753.81,Transportation-Auto Services
01/14/1991,Webster-Sellers,-3380.03,Merchandise & Supplies-Groceries
05/06/1974,Cuevas-Rivera,-167.48,Business Services-Mailing & Shipping
05/28/1983,Calhoun PLC,1526.12,Transportation-Parking Charges
03/20/2020,"Kramer, Oneal and Davis",3299.22,Entertainment-Associations
09/04/1985,"Frazier, Armstrong and Wilson",-556.1,Transportation-Parking Charges
01/13/1991,Blackwell-Harrington,3136.15,Merchandise & Supplies-Internet Purchase
03/06/2003,"Miller, Nguyen and Brown",-4744.9,Merchandise & Supplies-Internet Purchase
09/27/1978,Olsen-Soto,-3217.49,Merchandise & Supplies-Groceries
04/25/1990,Mcdonald PLC,-3147.11,Merchandise & Supplies-Wholesale Stores
06/09/1992,Porter Ltd,2836.68,Merchandise & Supplies-Department Stores
04/25/1982,Nguyen-Stevens,-4376.62,Merchandise & Supplies-General Retail
04/22/1970,Roberson-Cobb,1237.52,Restaurant-Restaurant
12/07/1994,"Thompson, Johnson and Allen",1906.82,Merchandise & Supplies-Mail Order
07/28/1971,"Johnston, Brown and Curtis",-3374.42,Merchandise & Supplies-Hardware Supplies
07/12/1975,Lane Group,4784.87,Other-Miscellaneous
07/26/1991,"Reed, Cannon and Newton",-4510.45,Business Services-Internet Services
02/11/2003,Martin Ltd,2271.0,Restaurant-Restaurant
02/18/1971,Jones-Maldonado,2415.09,Merchandise & Supplies-Department Stores
12/02/1988,Davila-Cruz,1197.74,Business Services-Office Supplies
04/23/2017,"Thomas, Richards and James",603.61,Entertainment-Associations
10/06/1971,Terry Inc,2299.56,Merchandise & Supplies-Hardware Supplies
03/15/1996,Medina Group,3710.11,Business Services-Other Services
07/19/1974,Moreno-Wood,-2520.01,Merchandise & Supplies-Pharmacies
03/31/2015,"Davis, George and Parker",2436.01,Transportation-Parking Charges
11/17/1995,Taylor-Leblanc,3824.48,Business Services-Mailing & Shipping
08/09/1992,Day-Harper,3787.53,Merchandise & Supplies-Hardware Supplies
08/31/1970,Peters-Smith,-2366.68,Merchandise & Supplies-Computer Supplies
02/24/1970,"Morse, Webb and Gillespie",-4325.88,Transportation-Parking Charges
03/25/1975,"Shepherd, Cooley and Bishop",-1378.39,Merchandise & Supplies-Mail Order
08/14/1996,Johnson Ltd,-4170.73,Merchandise & Supplies-Pharmacies
09/20/2018,"Williams, Marshall and Barker",1902.48,Business Services-Mailing & Shipping
03/05/2010,Potter-Cain,1432.43,Communications-Other Telecom
07/09/1996,"Carney, Bridges and Scott",1440.82,Merchandise & Supplies-Pharmacies
01/16/2005,Townsend Ltd,-4026.82,Merchandise & Supplies-Electronics Stores
11/17/2003,"Nelson, Parrish and Pineda",-1199.56,Fees & Adjustments-Fees & Adjustments
05/22/2003,Sheppard-Choi,1026.62,Business Services-Other Services
02/13/2013,"Adams, Knight and Santos",-2855.74,Merchandise & Supplies-Electronics Stores
12/28/2007,Patton LLC,-4414.72,Communications-Cable & Internet Comm
07/22/2009,Garcia-Aguilar,-1938.87,Merchandise & Supplies-Department Stores
08/15/1986,Gutierrez Group,-1137.65,Business Services-Office Supplies
05/06/1992,Goodwin PLC,4460.19,Merchandise & Supplies-Book Stores
11/10/1995,Johnson and Sons,-4608.13,Transportation-Parking Charges
09/05/1978,Jones LLC,-521.1,Restaurant-Bar & Café
07/31/1996,"Griffin, Salinas and Robinson",968.75,Other-Charities
06/30/1982,Parker and Sons,4300.45,Merchandise & Supplies-Computer Supplies
09/15/2016,"Russo, Hernandez and Hayes",3289.72,Other-Miscellaneous
11/03/2010,Baker-Murphy,2060.22,Merchandise & Supplies-Wholesale Stores
01/22/1992,Anderson PLC,-4990.22,Restaurant-Bar & Café
12/21/2012,Christian-Jones,1387.1,Merchandise & Supplies-Electronics Stores
04/24/1991,"Werner, Jacobs and Gomez",1865.41,Restaurant-Bar & Café
01/27/2017,Williams-Mccullough,3779.56,Merchandise & Supplies-Book Stores
11/10/2019,Lawson-Kramer,2771.16,Merchandise & Supplies-Department Stores
10/19/1996,Sawyer Ltd,2463.2,Entertainment-Associations
12/07/1994,"Garcia, Cardenas and Velasquez",-4950.37,Transportation-Fuel
11/25/1999,Ellis-Mata,413.85,Transportation-Parking Charges
08/16/1982,Williams LLC,4413.86,Entertainment-Associations
10/25/1987,"Howard, Santiago and Lang",4301.34,Transportation-Auto Services
07/19/2007,Allen and Sons,2127.96,Merchandise & Supplies-Wholesale Stores
06/04/1999,Love-Mccarthy,4355.92,Merchandise & Supplies-Pharmacies
01/17/2011,"Burns, Matthews and Tran",-2912.54,Entertainment-General Attractions
10/21/1988,Clark-Manning,-2662.69,Merchandise & Supplies-Furnishing
03/11/2024,Morales and Sons,-1239.09,Merchandise & Supplies-General Retail
01/29/2022,Moreno-Davis,-775.99,Merchandise & Supplies-Wholesale Stores
11/01/1977,"Mejia, Singh and Smith",967.79,Other-Charities
12/23/2002,Swanson-Gonzales,3951.27,Merchandise & Supplies-Electronics Stores
10/24/1984,Diaz LLC,3016.89,Entertainment-General Attractions
03/15/1975,Wilson-Moyer,3705.1,Merchandise & Supplies-Electronics Stores
10/01/1985,Thomas LLC,3752.0,Business Services-Internet Services
08/10/2018,"Dawson, Cardenas and Morales",-2799.76,Business Services-Mailing & Shipping
05/10/2002,"Smith, Jackson and Cooper",-3671.52,Merchandise & Supplies-Computer Supplies
01/24/1990,Reid Ltd,1093.47,Business Services-Internet Services
12/05/1989,"Ward, Silva and Chavez",-4847.3,Business Services-Professional Services
08/11/2015,Hoffman LLC,-410.0,Transportation-Fuel
09/09/1995,Robinson PLC,2589.92,Merchandise & Supplies-Hardware Supplies
08/26/1990,"Williams, Harris and Morgan",-4259.97,Business Services-Other Services
04/12/2011,Warren-Stone,-3671.51,Entertainment-General Attractions
09/07/2002,Clark-Lopez,3325.25,Merchandise & Supplies-Wholesale Stores
03/03/1996,Craig and Sons,-1004.02,Fees & Adjustments-Fees & Adjustments
12/15/1986,Bowers-Ross,4589.42,Merchandise & Supplies-Computer Supplies
07/17/1991,Daugherty Ltd,2.38,Merchandise & Supplies-Mail Order
10/19/1990,Calderon-Jones,3342.56,Transportation-Fuel
09/27/1983,Smith PLC,-3671.39,Communications-Cable & Internet Comm
04/02/2003,Chambers-Atkins,-1255.08,Business Services-Other Services
04/17/1986,Phillips-Holmes,833.41,Merchandise & Supplies-General Retail
08/06/2016,Williams Ltd,-2211.25,Business Services-Other Services
06/24/2002,Cisneros-Blankenship,344.32,Merchandise & Supplies-Pharmacies
04/10/2006,Rodriguez-Brown,-3834.2,Merchandise & Supplies-Hardware Supplies
05/18/2010,"Christensen, Hernandez and Reed",501.93,Entertainment-General Attractions
07/03/1986,Daniels LLC,2295.1,Entertainment-Associations
11/08/1990,"Hoffman, Espinoza and Burns",911.08,Transportation-Auto Services
10/17/2022,"Hancock, Kirk and Benson",1494.74,Transportation-Fuel
01/19/2024,Jones Ltd,3716.78,Merchandise & Supplies-Electronics Stores
03/23/1980,Davis Group,-4463.16,Merchandise & Supplies-Computer Supplies
12/12/1999,Perez Inc,2932.02,Transportation-Auto Services
01/12/2012,Valencia Group,4818.89,Other-Charities
04/02/2023,Blackwell-Huerta,-3146.05,Other-Miscellaneous
06/17/1998,Pratt PLC,3745.67,Transportation-Fuel
05/13/1987,Elliott Ltd,1326.07,Merchandise & Supplies-Department Stores
09/28/1997,Schroeder-Reyes,-253.24,Merchandise & Supplies-Department Stores
03/13/1997,Vasquez and Sons,-2690.78,Merchandise & Supplies-Furnishing
02/05/1997,Martinez and Sons,-2369.24,Merchandise & Supplies-Pharmacies
12/05/1990,Martin and Sons,4905.3,Merchandise & Supplies-Computer Supplies
06/20/1970,Peters and Sons,-1841.63,Merchandise & Supplies-Book Stores
07/14/2008,"Hicks, Brown and Thompson",-2331.3,Business Services-Professional Services
10/21/2008,Jones-Price,1970.85,Merchandise & Supplies-Electronics Stores
04/22/2020,"Hines, Ross and Townsend",1557.02,Other-Miscellaneous
04/26/1970,Gonzales-Brown,32.86,Business Services-Mailing & Shipping
11/24/2024,Nixon-Sanchez,-2583.17,Merchandise & Supplies-Hardware Supplies
05/26/1982,Price-Rodriguez,-1576.39,Merchandise & Supplies-Mail Order
02/10/1976,"Andrews, Barnett and King",-357.61,Merchandise & Supplies-Mail Order
02/26/1991,"Stephens, Le and Porter",-3385.93,Merchandise & Supplies-Wholesale Stores
12/15/2015,Valdez Inc,119.01,Merchandise & Supplies-Pharmacies
11/20/2004,"Velez, Mcneil and White",3804.1,Merchandise & Supplies-Furnishing
02/23/1980,"Gomez, Little and Waters",2797.38,Other-Charities
03/22/1979,"Rivers, Schneider and Gregory",1385.98,Business Services-Mailing & Shipping
04/13/2014,Perez PLC,1014.1,Merchandise & Supplies-Furnishing
02/26/1979,Anderson PLC,1450.59,Fees & Adjustments-Fees & Adjustments
12/05/1986,"Brown, Crane and Taylor",-2330.47,Entertainment-General Attractions
11/25/2023,Hart PLC,3331.85,Merchandise & Supplies-Hardware Supplies
01/28/1971,Carter-Ortega,198.63,Business Services-Professional Services
04/06/1977,Davis Group,-3612.89,Merchandise & Supplies-Book Stores
04/29/1994,Woodward and Sons,-736.66,Business Services-Internet Services
03/09/2005,Johnson LLC,-340.78,Merchandise & Supplies-Groceries
05/12/2022,Mcintyre-Calderon,223.14,Merchandise & Supplies-Wholesale Stores
03/02/1999,"Ross, Brown and Wilson",-2875.94,Communications-Other Telecom
04/01/2022,Miller-Smith,1113.51,Restaurant-Restaurant
12/16/2017,"Koch, Burke and Rodriguez",777.74,Business Services-Mailing & Shipping
07/14/1978,Flynn-Barnett,4338.16,Merchandise & Supplies-Wholesale Stores
02/26/1971,Turner-Smith,-3086.76,Communications-Cable & Internet Comm
08/27/2000,Smith LLC,2634.27,Merchandise & Supplies-Furnishing
04/09/1974,Owens and Sons,27.89,Merchandise & Supplies-Mail Order
06/01/1970,Monroe Group,4619.08,Restaurant-Bar & Café
03/17/2024,Park and Sons,3472.69,Merchandise & Supplies-Electronics Stores
05/21/1992,"Arnold, Lowery and Avery",423.14,Business Services-Internet Services
