Date,Description,Amount,Category
04/09/1993,"Hernandez, Pearson and Davenport",-1276.91,Business Services-Office Supplies
09/16/1985,Kelly LLC,285.37,Entertainment-General Attractions
03/06/1988,Robbins-Burns,4247.7,Entertainment-Associations
08/17/2011,"Rios, Green and Lucas",-3605.3,Merchandise & Supplies-Internet Purchase
11/07/2006,"Novak, Hicks and Levy",-2864.41,Merchandise & Supplies-Groceries
01/23/2000,Mitchell PLC,-2402.8,Other-Miscellaneous
12/25/1980,Whitehead LLC,1748.34,Restaurant-Bar & Café
04/02/1972,"Smith, Thompson and Kelly",4022.16,Restaurant-Restaurant
02/03/1983,Reed LLC,1572.25,Entertainment-Associations
03/17/1977,"Sullivan, Boone and Ramirez",791.11,Business Services-Internet Services
02/28/2013,Peterson Group,1800.52,Business Services-Professional Services
07/22/1988,Mason-Smith,-4493.6,Merchandise & Supplies-Mail Order
05/31/1981,Contreras-Howell,4760.3,Business Services-Mailing & Shipping
04/12/2007,Smith-Romero,-163.72,Merchandise & Supplies-Mail Order
08/23/1999,Logan Inc,-3138.02,Business Services-Mailing & Shipping
07/31/1978,Pruitt-Jones,-3793.54,Business Services-Mailing & Shipping
03/07/2023,"Davis, Shaw and Ramirez",4629.61,Entertainment-General Attractions
07/03/2008,"West, Cole and Golden",-1253.61,Merchandise & Supplies-Computer Supplies
12/28/2009,"Galvan, Sims and Larson",-1417.39,Communications-Other Telecom
05/24/1977,"Gaines, Brown and Bell",-4863.0,Merchandise & Supplies-Furnishing
07/29/2020,Hutchinson-Williams,3463.24,Merchandise & Supplies-Pharmacies
11/14/2000,Wagner Ltd,1875.3,Other-Miscellaneous
02/17/1984,"Hernandez, Fisher and Young",4685.94,Transportation-Parking Charges
07/19/1970,"Lopez, Espinoza and Frost",-4605.25,Business Services-Mailing & Shipping
02/01/1990,"Johnson, Hayes and Galvan",819.31,Transportation-Parking Charges
12/08/1988,"Hernandez, Mcgee and Arias",-3173.79,Restaurant-Restaurant
01/27/1994,Lopez and Sons,920.81,Transportation-Fuel
05/25/1993,Moran-Noble,-2219.78,Merchandise & Supplies-Book Stores
11/12/2014,Price and Sons,4691.75,Merchandise & Supplies-Pharmacies
05/21/1996,"Harrison, Salazar and Nolan",1200.17,Communications-Cable & Internet Comm
01/01/1988,Dalton Ltd,3524.67,Transportation-Auto Services
01/15/2023,Nguyen-Stokes,-2441.13,Merchandise & Supplies-Internet Purchase
07/19/1986,"Ballard, Myers and Stevenson",-4453.55,Merchandise & Supplies-Furnishing
05/07/2007,"Young, Russell and Kelly",4487.11,Entertainment-General Attractions
02/10/1982,"Bolton, Hunter and Moore",2217.07,Merchandise & Supplies-Clothing Stores
10/03/1997,Johnson Group,-1225.06,Merchandise & Supplies-Groceries
11/04/2014,Gonzalez Inc,-4356.99,Restaurant-Bar & Café
04/11/1996,"Johnson, Brewer and Garcia",2753.44,Restaurant-Bar & Café
04/11/2014,Logan PLC,2491.39,Communications-Cable & Internet Comm
10/26/2017,Melendez LLC,4800.78,Merchandise & Supplies-Hardware Supplies
03/24/2018,Thompson-Stein,-1907.41,Merchandise & Supplies-General Retail
05/13/1995,Goodman-Carroll,-2138.29,Merchandise & Supplies-Groceries
09/19/1980,Roberts Group,-2198.58,Communications-Other Telecom
09/01/1971,"Joyce, Schmidt and Henderson",-3871.74,Merchandise & Supplies-Electronics Stores
04/02/2009,"Brock, Mitchell and George",-3151.02,Business Services-Internet Services
06/11/1981,Greer-Mendoza,2900.47,Merchandise & Supplies-Groceries
09/23/1978,"Aguirre, Miller and Rice",-2766.1,Entertainment-General Attractions
06/07/1995,Smith Group,3512.39,Merchandise & Supplies-General Retail
05/12/2002,Norton PLC,-2531.14,Merchandise & Supplies-Computer Supplies
10/24/1970,Carter LLC,-4156.57,Entertainment-General Attractions
04/11/1996,"Andrews, Jackson and Stone",2724.16,Merchandise & Supplies-Furnishing
07/15/1973,"Nash, Long and Mendez",-2917.7,Business Services-Internet Services
05/29/2016,White PLC,2121.94,Communications-Cable & Internet Comm
09/18/2013,"Clark, Kelly and Ochoa",3888.3,Merchandise & Supplies-Wholesale Stores
03/22/2016,Reid-Ward,-337.32,Communications-Other Telecom
10/14/2000,Brown-Castro,-3940.69,Business Services-Professional Services
07/25/1987,"Gonzalez, Cole and Webb",-1225.27,Merchandise & Supplies-General Retail
04/05/1971,Butler Inc,-2669.71,Restaurant-Restaurant
11/20/2022,Moore-Bennett,1749.27,Merchandise & Supplies-Clothing Stores
11/08/2005,Jones-Paul,-2507.76,Merchandise & Supplies-Groceries
12/09/2005,"Lopez, Espinoza and Myers",1665.09,Communications-Cable & Internet Comm
08/08/1994,"Nelson, Carter and Sanders",4927.01,Communications-Other Telecom
06/13/1997,Bates LLC,-2454.87,Merchandise & Supplies-Book Stores
03/31/1984,Jones-Mckay,3244.21,Business Services-Office Supplies
08/24/2018,Jacobs Group,-1035.43,Business Services-Other Services
09/12/1985,Morrow Group,869.17,Restaurant-Bar & Café
09/04/1972,"Martinez, Christian and Sanchez",3606.38,Transportation-Auto Services
09/26/1984,Baker-Gillespie,3195.94,Other-Charities
05/05/1979,Young Ltd,1390.79,Merchandise & Supplies-Groceries
03/05/2001,Gray Group,1745.84,Merchandise & Supplies-Computer Supplies
01/10/1987,Rubio-Wise,4266.27,Merchandise & Supplies-Furnishing
04/09/2003,King Group,4151.81,Merchandise & Supplies-Book Stores
11/29/2005,"Wilson, Stephens and Liu",239.76,Fees & Adjustments-Fees & Adjustments
06/17/1986,"Black, Jennings and Fernandez",3243.54,Merchandise & Supplies-Hardware Supplies
08/21/1971,Clark-Robles,-2857.81,Merchandise & Supplies-Hardware Supplies
10/27/1993,Hayes LLC,2643.15,Business Services-Office Supplies
05/18/1983,Green PLC,4674.95,Business Services-Professional Services
12/02/1970,Saunders Group,3657.32,Merchandise & Supplies-Wholesale Stores
04/10/2002,Gray-Mueller,-3380.65,Merchandise & Supplies-Internet Purchase
08/12/2015,"Reynolds, Underwood and Rodriguez",-3757.04,Transportation-Auto Services
11/21/1993,"Payne, Rivera and Hudson",-4569.87,Merchandise & Supplies-Department Stores
09/16/1989,"Patrick, Jacobs and Rodriguez",-4247.14,Merchandise & Supplies-Computer Supplies
07/14/1974,Hamilton Inc,4338.22,Merchandise & Supplies-Clothing Stores
02/22/1977,Daniels Group,3673.29,Merchandise & Supplies-Mail Order
03/14/2019,"Lopez, Reid and Jackson",704.44,Restaurant-Restaurant
04/27/2005,"Johnson, Brewer and Higgins",4912.67,Merchandise & Supplies-Computer Supplies
02/08/2024,Miller Ltd,-2783.45,Transportation-Parking Charges
04/27/1991,Brewer-Nash,2286.6,Merchandise & Supplies-Furnishing
04/18/2022,Mills-Gordon,-352.41,Merchandise & Supplies-Computer Supplies
10/04/1978,Schultz and Sons,-4953.4,Restaurant-Bar & Café
12/02/2019,Howell-Goodman,-1614.85,Business Services-Professional Services
06/20/2000,Bell Group,-2224.42,Restaurant-Bar & Café
05/11/1988,Lopez Group,-4594.27,Entertainment-Associations
03/19/2020,Perez-Kane,1459.58,Business Services-Professional Services
09/07/1999,"Andrews, Morris and Andrews",-1641.16,Merchandise & Supplies-Wholesale Stores
06/22/2014,"Huffman, Steele and Rush",1744.42,Communications-Cable & Internet Comm
12/16/2021,Mccoy-Potter,565.45,Other-Miscellaneous
11/27/1974,Brown-Paul,4530.4,Merchandise & Supplies-Wholesale Stores
05/20/1978,"Jacobs, Harris and Shields",-1028.29,Business Services-Internet Services
01/31/2000,Salazar Group,-2935.7,Merchandise & Supplies-Mail Order
05/28/1993,"Ramsey, Stone and Moore",880.28,Entertainment-Associations
08/13/2011,Clark Inc,496.92,Communications-Cable & Internet Comm
02/11/2021,Hubbard PLC,1661.4,Merchandise & Supplies-Wholesale Stores
04/15/2008,Williams and Sons,1724.69,Merchandise & Supplies-Groceries
05/25/2003,"Williams, Johnson and Grant",4185.28,Merchandise & Supplies-Hardware Supplies
06/01/1972,Hampton-Miller,1454.45,Merchandise & Supplies-Pharmacies
12/13/1971,Brown-Hayden,-881.11,Fees & Adjustments-Fees & Adjustments
03/12/2005,Zuniga Inc,2748.25,Merchandise & Supplies-General Retail
01/20/1975,Lynch Inc,3230.18,Other-Miscellaneous
01/02/2000,James LLC,-3412.73,Merchandise & Supplies-Furnishing
06/08/1977,"Costa, Dickerson and Mcdonald",4293.09,Transportation-Fuel
06/18/2003,Glenn-Thomas,4365.49,Merchandise & Supplies-Hardware Supplies
02/12/2011,Reid Group,-1886.1,Merchandise & Supplies-Department Stores
07/04/1977,Barrett-Mcgee,4736.4,Entertainment-General Attractions
12/24/1990,Ray LLC,4901.18,Business Services-Office Supplies
09/10/1977,Kelly Ltd,2695.73,Transportation-Fuel
09/03/1976,"Crane, Baker and Moss",2876.93,Transportation-Auto Services
02/19/2006,"Green, Smith and Mahoney",-3601.14,Merchandise & Supplies-General Retail
01/27/1996,Russo Group,2539.29,Transportation-Auto Services
11/30/2012,"Bass, Freeman and Miller",4442.56,Business Services-Internet Services
10/20/2007,"Hill, Lowery and Holloway",-967.91,Business Services-Other Services
01/11/1970,Frazier-Blackwell,-2615.96,Transportation-Fuel
01/24/1972,Henderson Ltd,3608.13,Business Services-Other Services
11/20/1991,"Green, Jackson and Preston",-2289.54,Merchandise & Supplies-Computer Supplies
07/29/2000,Bryant-Jennings,1830.16,Merchandise & Supplies-Wholesale Stores
09/18/1976,Griffith Inc,3701.09,Merchandise & Supplies-Department Stores
08/13/1983,Gregory PLC,-942.53,Merchandise & Supplies-Pharmacies
08/03/2004,Moreno-Gallegos,-4598.16,Merchandise & Supplies-Mail Order
10/29/2005,Schultz-Rivera,2979.43,Other-Miscellaneous
01/25/1972,Bennett-Hebert,2438.31,Other-Charities
12/02/2010,Mckay Inc,-1610.21,Fees & Adjustments-Fees & Adjustments
07/30/2003,Hopkins PLC,3965.74,Business Services-Office Supplies
10/15/1981,Rivera and Sons,-3011.95,Communications-Other Telecom
05/29/2010,Ferguson and Sons,2588.88,Merchandise & Supplies-Department Stores
11/08/2019,"Hayden, Horn and Berry",-1301.76,Business Services-Internet Services
11/25/1981,"Osborne, Turner and Coleman",-1084.08,Merchandise & Supplies-Book Stores
05/04/2002,"Rodriguez, Colon and Romero",-3999.0,Merchandise & Supplies-Groceries
02/17/1985,Reyes-Eaton,-3212.5,Merchandise & Supplies-Book Stores
03/18/2023,"Ortiz, Shepherd and Weeks",-2496.83,Merchandise & Supplies-Computer Supplies
02/20/1984,Reed-Parrish,-3537.02,Transportation-Auto Services
02/03/1985,"Hamilton, Gonzalez and Medina",-322.83,Business Services-Internet Services
09/30/1979,Davis LLC,2281.22,Merchandise & Supplies-Internet Purchase
06/29/2005,"Pierce, Medina and Adams",-3765.73,Communications-Other Telecom
06/25/1996,"Smith, Ryan and Griffin",-1897.62,Merchandise & Supplies-Electronics Stores
11/03/2011,"Gordon, Odom and Smith",-1588.82,Business Services-Professional Services
02/12/2003,"Wilkerson, Gamble and Le",-2961.61,Restaurant-Bar & Café
08/19/2007,"Jennings, Taylor and Johnson",-3684.19,Merchandise & Supplies-Electronics Stores
09/02/1992,"Floyd, Vargas and Grant",-95.31,Business Services-Professional Services
09/30/1979,Lopez-Lopez,-1760.97,Communications-Cable & Internet Comm
12/22/2015,Martin-Butler,4863.4,Other-Charities
08/24/2012,Hale Inc,2319.78,Entertainment-Associations
07/24/1989,"Moore, Sullivan and Roberts",2637.24,Merchandise & Supplies-Clothing Stores
01/19/1973,"Briggs, Gomez and Norris",-3707.33,Merchandise & Supplies-Clothing Stores
04/03/1977,Williams-Hernandez,2521.29,Business Services-Professional Services
02/18/1977,"Townsend, Pena and Martin",4414.53,Business Services-Professional Services
09/30/1978,"Robbins, Long and Stanley",-373.77,Entertainment-General Attractions
12/12/2004,Ball-White,1363.66,Restaurant-Restaurant
08/31/1975,Taylor and Sons,-402.62,Transportation-Auto Services
06/24/2008,Webb-Adams,132.5,Merchandise & Supplies-Wholesale Stores
02/18/1986,"West, Goodman and Wilson",-2477.28,Merchandise & Supplies-General Retail
03/15/1994,Brooks-Bush,2214.91,Merchandise & Supplies-General Retail
02/15/2013,"Mullins, Cobb and Patterson",-4971.09,Communications-Cable & Internet Comm
06/04/1987,Rivera-Horn,-1267.69,Business Services-Internet Services
05/21/1974,Dyer-Braun,1500.57,Merchandise & Supplies-Computer Supplies
08/28/1982,Henderson Group,-1402.8,Business Services-Professional Services
12/10/1996,"Smith, Hensley and Pena",-688.09,Other-Miscellaneous
03/23/2003,Morris-Greene,-4601.53,Business Services-Internet Services
01/30/2019,Hernandez-Lewis,465.51,Merchandise & Supplies-Electronics Stores
09/23/2014,Galloway PLC,3908.19,Merchandise & Supplies-Wholesale Stores
04/23/1982,"Williams, Mclaughlin and Madden",-1257.44,Merchandise & Supplies-Book Stores
08/30/2000,Wall-Nelson,378.63,Merchandise & Supplies-Internet Purchase
09/07/2004,Chapman Inc,1260.56,Transportation-Fuel
03/31/1970,"Martinez, Roman and Russo",4304.75,Business Services-Professional Services
11/27/1974,"Thompson, White and Porter",-4407.01,Restaurant-Restaurant
09/09/1998,Moses-Pace,188.07,Business Services-Internet Services
06/25/1982,Ramirez-Martinez,2693.4,Merchandise & Supplies-Mail Order
10/03/1984,"Diaz, Fisher and Moss",-2432.99,Communications-Other Telecom
08/10/2021,Le-Rodriguez,-2503.66,Other-Charities
09/23/1988,Nash-Hampton,3179.01,Entertainment-General Attractions
02/24/1977,"Davenport, Jones and Cooper",-2813.85,Fees & Adjustments-Fees & Adjustments
01/31/2008,Robbins Ltd,2869.72,Merchandise & Supplies-Groceries
05/28/2009,"Duncan, Miller and Cardenas",-168.56,Business Services-Mailing & Shipping
03/12/2005,Sims-Blair,4132.56,Merchandise & Supplies-Pharmacies
08/05/2001,Harris-Navarro,-4288.63,Restaurant-Bar & Café
10/06/2015,Harding and Sons,-4861.26,Merchandise & Supplies-Groceries
02/06/2022,"Oneal, Floyd and Pope",-1262.35,Merchandise & Supplies-Book Stores
02/17/1981,Martinez-Miller,-1611.48,Merchandise & Supplies-Hardware Supplies
06/21/1991,Avery-Jackson,3915.51,Entertainment-General Attractions
09/07/2020,Gonzalez and Sons,-4108.62,Merchandise & Supplies-Internet Purchase
02/25/1983,Mccoy-Parks,44.51,Communications-Other Telecom
03/10/2016,Miller and Sons,-1068.96,Fees & Adjustments-Fees & Adjustments
07/19/1982,Kim-Scott,-2347.04,Communications-Other Telecom
05/29/1972,Lopez Group,-3792.24,Merchandise & Supplies-Clothing Stores
10/18/1973,Jones LLC,-3265.65,Restaurant-Restaurant
04/16/1995,Wagner Group,3682.29,Merchandise & Supplies-Department Stores
11/02/2016,"Gross, Sandoval and Drake",1335.89,Restaurant-Bar & Café
12/10/1996,Wilson LLC,1108.3,Business Services-Professional Services
10/27/2005,Smith Inc,-3393.5,Merchandise & Supplies-Internet Purchase
02/10/1994,Riley-Baker,3187.84,Entertainment-General Attractions
09/06/1999,"Hayes, Mckinney and Washington",4014.78,Merchandise & Supplies-Internet Purchase
04/18/1975,Carney-Ruiz,2399.46,Other-Miscellaneous
12/03/2014,"Rivera, Olson and Weiss",3055.97,Business Services-Other Services
08/07/1993,"Brooks, Cordova and Thompson",1212.82,Merchandise & Supplies-Book Stores
03/14/2007,Walter Group,4384.62,Fees & Adjustments-Fees & Adjustments
05/08/2012,Davis-Andrews,-4217.91,Entertainment-General Attractions
09/12/1978,"Galloway, Castaneda and Bautista",81.52,Fees & Adjustments-Fees & Adjustments
02/17/2003,Green Group,119.39,Transportation-Auto Services
02/18/2006,Hill Ltd,4656.16,Merchandise & Supplies-General Retail
11/04/1989,Sherman-Conley,-3661.39,Business Services-Office Supplies
04/09/2022,Chen and Sons,-2576.5,Merchandise & Supplies-Electronics Stores
07/07/1982,"Miller, Daugherty and Espinoza",-2381.7,Transportation-Auto Services
03/19/2011,"Jones, Duarte and Thomas",-11.09,Entertainment-General Attractions
02/24/2007,"Jones, Robbins and Romero",-3725.97,Merchandise & Supplies-Wholesale Stores
02/04/1972,Kelly-Jones,4260.29,Merchandise & Supplies-Clothing Stores
02/01/2012,Gill-Morales,756.29,Merchandise & Supplies-Computer Supplies
12/18/1985,Bennett-Tapia,-1343.3,Business Services-Other Services
08/05/1991,"Jacobs, Andrade and Jones",-2491.58,Merchandise & Supplies-Groceries
02/21/1981,"Garcia, Bridges and Cox",-2605.22,Business Services-Other Services
06/17/1976,"Leach, Wood and Hayes",4692.41,Merchandise & Supplies-Wholesale Stores
02/09/2003,Harmon-Lee,3833.73,Merchandise & Supplies-Clothing Stores
08/04/2023,"Hayden, Wyatt and Rios",-727.47,Fees & Adjustments-Fees & Adjustments
04/05/1991,Guerra and Sons,-338.35,Communications-Other Telecom
05/23/2000,"Davis, Hayes and Fleming",-2755.87,Entertainment-Associations
05/17/2001,"Love, Lee and Miles",3511.44,Entertainment-General Attractions
06/11/1998,Armstrong-Velazquez,-2965.52,Other-Miscellaneous
02/17/2018,"Carter, Reese and Rivera",4638.62,Communications-Other Telecom
08/09/2011,"Davidson, Lopez and Hayes",1165.19,Merchandise & Supplies-Wholesale Stores
10/06/1990,"Vazquez, Jackson and Herrera",4686.01,Merchandise & Supplies-Wholesale Stores
05/04/2011,Coleman Inc,-957.97,Business Services-Professional Services
09/03/2008,Obrien Ltd,-1732.59,Merchandise & Supplies-Book Stores
09/18/2020,"Hanna, Frye and Guzman",4209.51,Business Services-Office Supplies
02/18/2018,Woodard LLC,-61.6,Business Services-Other Services
08/31/1986,Smith-Sparks,-713.72,Communications-Other Telecom
01/08/1974,Howe-Baker,2216.47,Other-Charities
04/01/1977,"Craig, Hodges and Perez",1794.23,Merchandise & Supplies-Internet Purchase
06/22/1974,"White, Young and Brooks",-4039.92,Business Services-Office Supplies
02/15/2002,Ingram PLC,4118.07,Business Services-Office Supplies
02/05/2015,"Wilson, Martinez and Jones",-1027.26,Merchandise & Supplies-Furnishing
07/30/1986,Powell-Henderson,3445.34,Merchandise & Supplies-Wholesale Stores
02/15/1974,"Gordon, Price and Johnson",4671.46,Merchandise & Supplies-General Retail
02/02/2014,"Rocha, Brennan and Murray",4237.58,Restaurant-Restaurant
07/04/2000,Mclean-Martin,3571.41,Merchandise & Supplies-Department Stores
01/16/2009,"Mendoza, Mathews and Simmons",1778.54,Fees & Adjustments-Fees & Adjustments
04/06/2018,"Greer, Jackson and Simpson",2918.62,Entertainment-General Attractions
05/27/1983,Garcia-Soto,3252.93,Other-Miscellaneous
09/27/2017,"Braun, Wilson and Mcdonald",1939.31,Communications-Cable & Internet Comm
09/27/1984,"Kennedy, Arnold and Miller",3622.5,Merchandise & Supplies-Computer Supplies
10/19/1998,"Griffin, Lewis and Mclaughlin",-3628.09,Merchandise & Supplies-Electronics Stores
01/14/2018,"Wheeler, Wilkinson and Jenkins",724.07,Merchandise & Supplies-Computer Supplies
12/31/1975,"Lindsey, Hansen and Khan",4027.99,Merchandise & Supplies-Wholesale Stores
02/21/1991,Martin-Wright,3843.93,Merchandise & Supplies-General Retail
03/07/1977,"Webb, Rivera and White",1016.99,Business Services-Internet Services
02/13/1988,"Park, Sweeney and Williams",-4400.91,Transportation-Auto Services
